userId,courseId,progressStatus,last_updated,modulesCompleted,has_certificate
2,331,in_progress,2024-01-18 01:59:25.000,6,0
2,331,completed,2024-07-30 06:51:29.000,10,1
2,119,in_progress,2024-07-18 11:08:39.000,6,0
2,119,completed,2024-08-17 06:29:20.000,8,1
3,367,in_progress,2023-10-19 02:23:32.000,9,0
3,367,completed,2024-01-19 20:27:54.000,10,1
3,341,in_progress,2023-12-05 03:41:02.000,19,0
3,341,in_progress,2024-08-22 19:26:14.000,20,0
3,341,in_progress,2024-09-23 16:17:57.000,22,0
3,341,completed,2024-10-02 13:01:11.000,23,1
4,357,in_progress,2024-09-09 22:45:05.000,3,0
4,357,in_progress,2024-09-28 02:42:32.000,5,0
4,357,completed,2024-09-29 07:12:47.000,7,1
5,110,in_progress,2023-12-19 08:03:57.000,8,0
5,110,in_progress,2024-06-10 01:48:57.000,9,0
5,110,in_progress,2024-07-19 07:18:54.000,13,0
5,110,completed,2024-09-04 20:27:27.000,14,1
5,231,in_progress,2024-03-12 04:21:11.000,3,0
5,231,in_progress,2024-08-27 23:42:08.000,6,0
5,231,in_progress,2024-09-11 14:35:20.000,9,0
5,231,completed,2024-09-29 12:39:38.000,14,1
6,381,in_progress,2024-03-20 02:13:34.000,1,0
6,381,in_progress,2024-06-13 18:09:59.000,5,0
6,381,in_progress,2024-08-17 04:10:42.000,8,0
6,381,in_progress,2024-09-12 11:52:41.000,9,0
6,381,in_progress,2024-10-04 10:11:47.000,11,0
7,239,in_progress,2024-01-13 19:39:15.000,0,0
7,239,in_progress,2024-05-07 14:42:58.000,1,0
7,239,in_progress,2024-06-18 05:54:20.000,3,0
7,239,completed,2024-07-09 01:14:28.000,5,1
7,134,in_progress,2024-03-31 02:03:29.000,11,0
7,134,in_progress,2024-05-24 23:13:19.000,28,0
7,134,completed,2024-06-21 07:20:39.000,29,1
8,51,in_progress,2024-09-11 16:44:48.000,7,0
8,51,in_progress,2024-09-14 20:30:08.000,27,0
8,51,in_progress,2024-09-15 01:38:58.000,28,0
8,51,completed,2024-09-16 11:41:18.000,29,1
9,232,in_progress,2024-02-20 16:14:55.000,23,0
9,232,completed,2024-05-07 20:47:58.000,24,1
9,9,in_progress,2024-09-28 02:28:22.000,2,0
9,9,in_progress,2024-10-04 10:43:20.000,22,0
9,9,in_progress,2024-10-05 13:07:43.000,25,0
9,9,in_progress,2024-10-07 08:44:05.000,26,0
9,9,in_progress,2024-10-07 08:55:31.000,28,0
9,66,in_progress,2024-08-09 04:26:41.000,13,0
9,66,completed,2024-09-11 01:43:44.000,15,1
10,380,in_progress,2024-10-02 09:14:01.000,1,0
10,380,in_progress,2024-10-06 17:37:40.000,6,0
10,380,completed,2024-10-06 22:19:55.000,8,1
10,1,in_progress,2024-09-22 10:15:25.000,2,0
10,1,in_progress,2024-10-02 01:09:49.000,3,0
10,1,in_progress,2024-10-05 16:59:44.000,5,0
10,1,completed,2024-10-06 18:48:18.000,6,1
11,256,in_progress,2024-02-07 22:55:19.000,3,0
11,256,in_progress,2024-07-14 20:19:08.000,23,0
11,256,completed,2024-07-20 19:56:10.000,25,1
11,282,in_progress,2024-07-27 23:22:47.000,2,0
11,282,in_progress,2024-10-05 15:28:16.000,6,0
11,282,in_progress,2024-10-06 17:17:41.000,9,0
11,282,in_progress,2024-10-06 18:08:13.000,10,0
11,282,completed,2024-10-07 01:40:07.000,13,1
11,362,in_progress,2024-01-24 03:54:34.000,10,0
11,362,completed,2024-07-14 01:47:43.000,11,1
12,9,in_progress,2024-09-28 09:05:23.000,16,0
12,9,in_progress,2024-10-02 20:55:41.000,24,0
12,9,in_progress,2024-10-03 23:25:15.000,26,0
12,9,in_progress,2024-10-06 02:32:35.000,28,0
12,9,in_progress,2024-10-06 02:44:19.000,29,0
12,197,in_progress,2024-07-27 01:21:38.000,6,0
12,197,in_progress,2024-10-02 07:33:20.000,8,0
12,197,completed,2024-10-06 04:51:00.000,9,1
12,236,in_progress,2024-08-16 12:47:26.000,3,0
12,236,in_progress,2024-09-06 23:11:35.000,5,0
12,236,in_progress,2024-09-13 19:06:37.000,21,0
12,236,in_progress,2024-09-17 12:05:18.000,26,0
12,236,in_progress,2024-09-23 12:22:41.000,27,0
14,255,in_progress,2024-01-08 08:28:05.000,13,0
14,255,in_progress,2024-03-30 19:45:27.000,14,0
14,255,completed,2024-09-17 04:33:50.000,17,1
14,378,in_progress,2023-09-01 16:16:46.000,13,0
14,378,in_progress,2024-02-19 21:29:57.000,15,0
14,378,completed,2024-05-21 12:43:42.000,16,1
14,316,completed,2024-01-26 22:11:11.000,6,1
15,282,in_progress,2024-05-16 15:59:00.000,7,0
15,282,in_progress,2024-06-19 13:31:49.000,11,0
15,282,in_progress,2024-08-11 00:44:46.000,12,0
15,282,completed,2024-09-13 12:58:21.000,13,1
16,168,in_progress,2024-05-21 22:18:10.000,6,0
16,168,in_progress,2024-08-15 22:26:33.000,15,0
16,168,in_progress,2024-09-23 07:42:51.000,16,0
16,168,completed,2024-10-01 18:42:17.000,17,1
16,228,in_progress,2024-09-15 05:27:06.000,8,0
16,228,in_progress,2024-09-17 10:47:08.000,11,0
16,228,in_progress,2024-10-07 01:15:48.000,15,0
16,228,in_progress,2024-10-07 03:25:49.000,16,0
16,228,in_progress,2024-10-07 06:24:09.000,19,0
16,178,in_progress,2024-02-28 10:54:43.000,5,0
16,178,in_progress,2024-08-09 15:19:16.000,14,0
16,178,in_progress,2024-09-30 07:41:45.000,15,0
16,178,completed,2024-10-05 15:27:44.000,17,1
17,75,in_progress,2024-03-29 04:56:14.000,20,0
17,75,in_progress,2024-08-08 05:50:00.000,26,0
17,75,in_progress,2024-09-19 03:42:36.000,27,0
17,75,completed,2024-09-23 01:03:16.000,28,1
17,121,in_progress,2024-09-06 14:31:54.000,3,0
17,121,in_progress,2024-09-08 03:16:37.000,4,0
17,121,in_progress,2024-10-06 02:59:15.000,10,0
17,121,completed,2024-10-06 07:40:40.000,11,1
17,65,in_progress,2024-05-19 03:51:14.000,5,0
17,65,completed,2024-06-22 04:39:27.000,6,1
20,97,in_progress,2023-08-15 22:10:39.000,8,0
20,97,in_progress,2024-06-07 11:02:34.000,9,0
20,97,completed,2024-07-04 20:33:03.000,15,1
20,309,in_progress,2024-07-10 10:43:17.000,1,0
20,309,in_progress,2024-09-14 18:39:57.000,2,0
20,309,in_progress,2024-09-26 15:50:52.000,7,0
20,309,in_progress,2024-10-05 21:29:40.000,10,0
20,309,completed,2024-10-05 22:10:23.000,11,1
22,285,in_progress,2024-03-02 04:04:45.000,1,0
22,285,in_progress,2024-06-06 15:50:48.000,3,0
22,285,completed,2024-06-26 14:43:40.000,5,1
22,49,in_progress,2023-10-16 23:43:26.000,27,0
22,49,in_progress,2023-12-15 20:20:08.000,29,0
22,49,completed,2024-06-14 00:23:49.000,30,1
22,39,in_progress,2024-08-25 07:42:32.000,3,0
22,39,completed,2024-09-23 18:36:23.000,18,1
23,373,in_progress,2024-09-21 11:18:52.000,0,0
23,373,completed,2024-10-07 04:44:49.000,15,1
25,232,in_progress,2024-08-31 07:41:21.000,0,0
25,232,in_progress,2024-09-03 00:57:51.000,1,0
25,232,in_progress,2024-09-16 13:00:49.000,2,0
25,232,in_progress,2024-09-22 14:32:08.000,23,0
25,232,completed,2024-09-29 13:04:19.000,24,1
25,349,in_progress,2024-05-22 02:26:57.000,2,0
25,349,in_progress,2024-09-03 09:08:42.000,3,0
25,349,in_progress,2024-10-01 16:01:09.000,4,0
25,349,completed,2024-10-06 15:35:02.000,5,1
26,148,in_progress,2023-12-28 09:35:39.000,13,0
26,148,in_progress,2023-12-31 09:15:04.000,19,0
26,148,in_progress,2024-06-05 10:03:27.000,20,0
26,148,completed,2024-09-02 15:16:12.000,21,1
27,142,in_progress,2024-09-17 04:52:40.000,12,0
27,142,in_progress,2024-10-04 18:22:03.000,20,0
27,142,in_progress,2024-10-04 23:49:43.000,21,0
27,142,completed,2024-10-06 05:58:24.000,23,1
29,145,in_progress,2024-08-15 03:07:07.000,17,0
29,145,in_progress,2024-09-25 21:56:23.000,19,0
29,145,completed,2024-10-06 03:35:49.000,20,1
30,366,in_progress,2024-07-03 05:25:58.000,8,0
30,366,in_progress,2024-07-05 18:17:50.000,10,0
30,366,in_progress,2024-09-02 08:19:04.000,13,0
30,366,in_progress,2024-09-21 11:06:24.000,14,0
30,366,in_progress,2024-09-26 01:06:52.000,15,0
30,130,in_progress,2024-06-04 15:18:50.000,3,0
30,130,in_progress,2024-08-26 06:25:02.000,7,0
30,130,in_progress,2024-09-25 07:00:01.000,8,0
30,130,completed,2024-10-01 04:16:06.000,11,1
30,259,in_progress,2023-04-14 21:23:18.000,5,0
30,259,in_progress,2024-07-25 07:04:28.000,8,0
30,259,in_progress,2024-08-22 04:28:49.000,9,0
30,259,completed,2024-09-27 22:12:56.000,10,1
31,288,in_progress,2024-08-14 15:22:38.000,16,0
31,288,in_progress,2024-09-19 09:15:03.000,20,0
31,288,completed,2024-10-03 17:48:06.000,21,1
31,158,completed,2024-06-27 01:02:19.000,8,1
32,99,in_progress,2024-05-23 20:20:39.000,5,0
32,99,in_progress,2024-07-31 16:13:14.000,6,0
32,99,in_progress,2024-08-20 10:41:48.000,8,0
32,99,in_progress,2024-09-06 03:11:15.000,9,0
32,99,completed,2024-10-06 18:21:22.000,10,1
32,159,in_progress,2024-09-22 13:55:05.000,2,0
32,159,in_progress,2024-09-29 13:17:25.000,3,0
32,159,in_progress,2024-10-02 15:40:56.000,6,0
32,159,in_progress,2024-10-06 20:25:10.000,7,0
32,159,completed,2024-10-07 02:31:02.000,9,1
32,205,in_progress,2024-06-18 22:07:49.000,11,0
32,205,in_progress,2024-09-30 16:11:05.000,12,0
32,205,in_progress,2024-10-02 22:49:17.000,23,0
32,205,completed,2024-10-05 23:14:21.000,26,1
33,46,in_progress,2024-09-22 18:19:29.000,6,0
33,46,in_progress,2024-09-26 15:27:52.000,7,0
33,46,in_progress,2024-10-05 16:13:26.000,8,0
33,46,in_progress,2024-10-06 21:36:54.000,9,0
33,46,in_progress,2024-10-07 02:43:57.000,10,0
34,379,in_progress,2023-09-21 06:46:19.000,1,0
34,379,in_progress,2024-03-02 06:50:40.000,9,0
34,379,in_progress,2024-08-25 02:32:11.000,16,0
34,379,completed,2024-08-26 19:19:13.000,17,1
34,233,in_progress,2024-09-09 13:18:30.000,15,0
34,233,in_progress,2024-09-22 14:52:32.000,18,0
34,233,completed,2024-10-06 02:04:46.000,19,1
35,334,in_progress,2023-03-28 02:03:43.000,1,0
35,334,in_progress,2023-07-17 22:46:55.000,2,0
35,334,in_progress,2024-08-02 19:39:45.000,5,0
35,334,in_progress,2024-09-04 23:15:20.000,6,0
35,334,completed,2024-09-23 13:47:27.000,8,1
35,22,in_progress,2024-07-12 02:17:26.000,4,0
35,22,in_progress,2024-07-22 20:21:45.000,5,0
35,22,completed,2024-07-26 21:01:43.000,9,1
35,287,in_progress,2023-07-29 15:00:18.000,2,0
35,287,in_progress,2024-07-23 03:39:22.000,5,0
35,287,completed,2024-09-21 13:51:21.000,6,1
38,4,in_progress,2023-09-13 12:45:26.000,16,0
38,4,completed,2023-10-13 00:21:48.000,30,1
38,384,completed,2023-07-25 16:44:54.000,9,1
39,26,in_progress,2024-07-07 03:56:46.000,6,0
39,26,in_progress,2024-08-09 13:43:16.000,12,0
39,26,completed,2024-08-26 15:17:17.000,13,1
39,192,in_progress,2024-07-16 12:59:38.000,2,0
39,192,in_progress,2024-07-20 04:42:39.000,9,0
39,192,in_progress,2024-07-21 19:12:26.000,11,0
39,192,completed,2024-08-07 11:52:01.000,13,1
39,193,in_progress,2024-09-13 08:44:00.000,11,0
39,193,in_progress,2024-10-01 06:25:20.000,13,0
39,193,in_progress,2024-10-06 17:59:28.000,18,0
39,193,completed,2024-10-06 17:59:54.000,20,1
40,108,in_progress,2024-08-18 17:31:01.000,2,0
40,108,in_progress,2024-09-25 04:37:48.000,4,0
40,108,in_progress,2024-10-05 19:57:09.000,14,0
40,108,in_progress,2024-10-05 21:34:50.000,21,0
40,108,in_progress,2024-10-06 06:54:28.000,23,0
40,291,in_progress,2024-07-22 01:27:51.000,0,0
40,291,in_progress,2024-08-06 14:02:01.000,10,0
40,291,in_progress,2024-09-12 23:14:07.000,12,0
40,291,completed,2024-09-13 23:08:48.000,14,1
40,304,completed,2024-10-02 21:38:56.000,9,1
41,7,in_progress,2024-09-18 02:32:20.000,2,0
41,7,in_progress,2024-09-27 15:22:57.000,6,0
41,7,in_progress,2024-09-29 02:56:28.000,13,0
41,7,in_progress,2024-10-06 04:33:45.000,15,0
41,7,in_progress,2024-10-06 13:20:41.000,21,0
41,37,in_progress,2024-09-14 21:13:06.000,13,0
41,37,in_progress,2024-09-18 18:30:29.000,15,0
41,37,in_progress,2024-09-23 21:17:38.000,20,0
41,37,completed,2024-10-02 19:18:35.000,24,1
42,350,in_progress,2024-09-02 14:13:16.000,6,0
42,350,in_progress,2024-09-16 07:07:45.000,7,0
42,350,completed,2024-09-16 15:32:27.000,8,1
42,48,in_progress,2024-09-20 13:26:19.000,1,0
42,48,in_progress,2024-09-30 21:30:01.000,4,0
42,48,completed,2024-10-03 00:49:36.000,7,1
45,216,in_progress,2024-08-30 14:49:28.000,3,0
45,216,completed,2024-09-18 23:23:29.000,7,1
47,321,in_progress,2024-08-27 23:42:38.000,3,0
47,321,in_progress,2024-09-20 22:35:35.000,12,0
47,321,in_progress,2024-10-05 22:20:48.000,18,0
47,321,completed,2024-10-06 09:16:59.000,20,1
47,70,in_progress,2024-08-21 22:23:45.000,16,0
47,70,completed,2024-08-30 05:05:27.000,17,1
48,286,completed,2024-06-19 06:04:41.000,9,1
49,161,in_progress,2024-01-21 22:55:40.000,2,0
49,161,in_progress,2024-08-08 07:53:44.000,6,0
49,161,in_progress,2024-08-11 22:07:43.000,7,0
49,161,in_progress,2024-09-11 13:51:49.000,8,0
49,161,in_progress,2024-09-18 05:22:40.000,15,0
50,90,in_progress,2024-09-08 07:50:31.000,23,0
50,90,in_progress,2024-10-06 19:02:45.000,28,0
50,90,completed,2024-10-07 00:55:33.000,29,1
50,16,in_progress,2024-10-05 11:25:34.000,16,0
50,16,completed,2024-10-07 04:36:05.000,17,1
51,245,in_progress,2024-08-17 23:08:06.000,1,0
51,245,in_progress,2024-09-12 19:12:13.000,2,0
51,245,in_progress,2024-09-22 16:42:56.000,3,0
51,245,completed,2024-10-04 06:26:11.000,9,1
52,156,in_progress,2024-03-23 22:27:44.000,0,0
52,156,in_progress,2024-05-23 23:41:19.000,1,0
52,156,in_progress,2024-06-02 18:24:22.000,2,0
52,156,in_progress,2024-06-23 04:10:46.000,5,0
52,156,completed,2024-08-06 11:08:26.000,6,1
52,400,in_progress,2024-06-15 13:46:34.000,7,0
52,400,in_progress,2024-09-07 08:41:42.000,25,0
52,400,in_progress,2024-09-16 11:19:05.000,27,0
52,400,completed,2024-10-02 18:02:37.000,30,1
52,65,in_progress,2024-08-13 23:57:59.000,1,0
52,65,in_progress,2024-08-28 07:13:37.000,5,0
52,65,completed,2024-10-03 00:29:06.000,6,1
53,386,in_progress,2024-10-04 16:44:00.000,6,0
53,386,in_progress,2024-10-05 01:39:11.000,8,0
53,386,completed,2024-10-06 19:11:35.000,9,1
54,328,in_progress,2024-09-24 02:01:57.000,6,0
54,328,in_progress,2024-10-01 20:44:56.000,16,0
54,328,completed,2024-10-02 16:19:20.000,17,1
56,326,in_progress,2024-08-03 00:25:26.000,1,0
56,326,in_progress,2024-09-09 02:24:39.000,3,0
56,326,in_progress,2024-09-28 15:57:57.000,5,0
56,326,in_progress,2024-10-05 17:10:40.000,6,0
56,326,completed,2024-10-06 13:47:29.000,7,1
56,190,in_progress,2024-07-28 13:16:56.000,13,0
56,190,in_progress,2024-08-27 00:47:29.000,15,0
56,190,in_progress,2024-08-28 18:23:56.000,20,0
56,190,in_progress,2024-08-31 00:37:45.000,21,0
56,190,completed,2024-09-26 19:28:59.000,22,1
57,44,in_progress,2024-09-15 08:41:01.000,2,0
57,44,completed,2024-09-16 10:37:30.000,5,1
57,87,in_progress,2024-09-17 06:30:35.000,12,0
57,87,completed,2024-09-23 05:45:59.000,20,1
57,309,in_progress,2024-10-01 13:11:15.000,3,0
57,309,completed,2024-10-04 18:10:47.000,11,1
60,170,in_progress,2023-06-02 19:14:57.000,9,0
60,170,in_progress,2024-03-08 18:43:44.000,20,0
60,170,in_progress,2024-03-23 17:11:27.000,21,0
60,170,completed,2024-05-20 20:08:54.000,28,1
60,115,in_progress,2024-09-05 22:53:45.000,4,0
60,115,in_progress,2024-10-01 22:03:37.000,8,0
60,115,in_progress,2024-10-05 08:19:47.000,10,0
60,115,completed,2024-10-06 12:14:26.000,26,1
61,36,in_progress,2024-09-01 21:20:15.000,0,0
61,36,in_progress,2024-10-03 19:06:09.000,2,0
61,36,in_progress,2024-10-05 06:11:23.000,3,0
61,36,in_progress,2024-10-06 15:44:46.000,4,0
61,36,completed,2024-10-06 23:23:30.000,7,1
62,339,in_progress,2024-06-22 00:44:07.000,9,0
62,339,in_progress,2024-07-11 17:45:36.000,14,0
62,339,in_progress,2024-07-24 16:58:16.000,24,0
62,339,completed,2024-08-21 01:55:28.000,25,1
63,292,in_progress,2024-08-17 01:26:47.000,9,0
63,292,in_progress,2024-09-01 23:06:35.000,10,0
63,292,completed,2024-09-03 00:48:21.000,11,1
63,134,in_progress,2024-09-27 00:25:56.000,10,0
63,134,in_progress,2024-10-07 06:46:05.000,23,0
63,134,in_progress,2024-10-07 08:55:48.000,25,0
63,134,in_progress,2024-10-07 08:55:58.000,28,0
63,134,completed,2024-10-07 08:57:38.000,29,1
63,256,in_progress,2024-08-17 14:46:51.000,9,0
63,256,in_progress,2024-09-08 15:44:09.000,24,0
63,256,completed,2024-10-04 19:36:45.000,25,1
64,41,in_progress,2024-04-08 09:34:03.000,4,0
64,41,in_progress,2024-05-07 05:34:54.000,6,0
64,41,in_progress,2024-05-29 16:10:50.000,11,0
64,41,completed,2024-07-29 20:09:09.000,12,1
64,391,in_progress,2024-10-03 05:47:44.000,19,0
64,391,in_progress,2024-10-03 17:20:01.000,20,0
64,391,in_progress,2024-10-04 02:31:44.000,21,0
64,391,in_progress,2024-10-04 14:35:15.000,24,0
64,391,in_progress,2024-10-05 23:09:11.000,27,0
64,77,in_progress,2024-04-25 22:52:46.000,13,0
64,77,in_progress,2024-06-17 13:38:19.000,17,0
64,77,completed,2024-08-08 06:01:42.000,18,1
65,53,in_progress,2024-04-23 01:50:05.000,8,0
65,53,completed,2024-08-06 15:29:47.000,9,1
66,358,in_progress,2023-10-20 03:36:29.000,8,0
66,358,in_progress,2024-03-06 00:04:30.000,20,0
66,358,completed,2024-03-09 06:56:36.000,21,1
66,183,in_progress,2024-09-22 03:31:26.000,4,0
66,183,in_progress,2024-10-07 01:27:30.000,5,0
66,183,in_progress,2024-10-07 08:24:51.000,10,0
66,183,completed,2024-10-07 08:45:10.000,11,1
68,165,completed,2024-09-23 06:19:22.000,5,1
69,204,completed,2024-10-02 19:17:55.000,28,1
69,387,in_progress,2024-09-12 05:25:56.000,1,0
69,387,in_progress,2024-09-15 19:18:45.000,2,0
69,387,in_progress,2024-09-28 01:10:46.000,3,0
69,387,in_progress,2024-10-03 03:37:04.000,5,0
69,387,in_progress,2024-10-03 23:38:04.000,6,0
71,18,in_progress,2023-12-07 10:42:45.000,22,0
71,18,in_progress,2024-03-14 10:30:42.000,23,0
71,18,in_progress,2024-07-18 14:40:07.000,28,0
71,18,completed,2024-08-11 11:27:12.000,30,1
71,271,in_progress,2024-03-26 05:05:37.000,7,0
71,271,in_progress,2024-09-09 12:00:17.000,10,0
71,271,in_progress,2024-09-21 11:54:52.000,11,0
71,271,completed,2024-09-27 07:24:46.000,12,1
72,273,completed,2024-04-10 06:45:52.000,20,1
73,177,completed,2024-05-03 17:58:38.000,11,1
73,68,in_progress,2024-05-06 07:52:12.000,6,0
73,68,in_progress,2024-08-21 16:09:42.000,16,0
73,68,completed,2024-08-22 18:59:05.000,20,1
74,216,completed,2024-08-07 13:43:58.000,7,1
75,315,in_progress,2024-07-29 19:32:38.000,2,0
75,315,in_progress,2024-08-02 00:14:45.000,5,0
75,315,in_progress,2024-09-06 18:38:53.000,6,0
75,315,completed,2024-09-15 13:06:05.000,7,1
75,339,in_progress,2024-06-17 22:05:05.000,0,0
75,339,in_progress,2024-08-22 07:31:25.000,3,0
75,339,in_progress,2024-09-23 11:31:29.000,23,0
75,339,in_progress,2024-10-05 06:58:54.000,24,0
75,339,completed,2024-10-05 07:43:22.000,25,1
76,307,in_progress,2024-08-05 21:08:21.000,13,0
76,307,in_progress,2024-10-04 11:23:55.000,21,0
76,307,completed,2024-10-06 22:01:46.000,22,1
76,41,in_progress,2024-09-01 21:53:39.000,10,0
76,41,in_progress,2024-10-06 13:12:38.000,11,0
76,41,completed,2024-10-06 22:23:17.000,12,1
77,238,in_progress,2024-03-04 04:11:09.000,12,0
77,238,in_progress,2024-08-30 13:56:52.000,14,0
77,238,completed,2024-09-27 17:34:45.000,15,1
78,115,in_progress,2024-10-03 03:38:40.000,21,0
78,115,in_progress,2024-10-04 14:11:18.000,22,0
78,115,completed,2024-10-04 19:24:07.000,26,1
79,251,in_progress,2023-06-05 19:37:12.000,6,0
79,251,in_progress,2023-10-28 02:28:46.000,9,0
79,251,in_progress,2023-10-29 18:11:58.000,13,0
79,251,completed,2024-06-09 10:40:05.000,15,1
79,23,in_progress,2023-12-09 12:47:12.000,2,0
79,23,in_progress,2024-09-02 10:54:55.000,10,0
79,23,in_progress,2024-09-11 08:51:54.000,11,0
79,23,completed,2024-10-04 10:01:56.000,12,1
79,166,in_progress,2024-08-04 03:14:10.000,10,0
79,166,in_progress,2024-08-15 19:26:15.000,12,0
79,166,in_progress,2024-08-31 21:30:35.000,14,0
79,166,completed,2024-09-11 08:10:09.000,15,1
80,205,in_progress,2024-07-25 13:56:04.000,3,0
80,205,in_progress,2024-08-08 21:29:06.000,15,0
80,205,in_progress,2024-10-02 15:40:24.000,19,0
80,205,in_progress,2024-10-02 23:56:43.000,20,0
80,205,in_progress,2024-10-07 04:40:28.000,25,0
80,278,in_progress,2024-08-16 18:59:29.000,2,0
80,278,in_progress,2024-09-04 02:23:45.000,13,0
80,278,completed,2024-09-10 00:47:37.000,26,1
82,225,in_progress,2024-08-06 21:46:08.000,15,0
82,225,completed,2024-08-24 04:14:35.000,27,1
83,286,in_progress,2023-12-25 16:22:53.000,7,0
83,286,completed,2024-02-22 18:48:35.000,9,1
84,94,in_progress,2024-09-22 18:32:22.000,1,0
84,94,in_progress,2024-09-23 18:24:26.000,5,0
84,94,completed,2024-09-24 13:37:25.000,6,1
84,51,in_progress,2024-09-17 02:38:52.000,18,0
84,51,in_progress,2024-09-22 11:31:03.000,25,0
84,51,in_progress,2024-09-23 01:06:16.000,27,0
84,51,in_progress,2024-10-04 23:43:14.000,28,0
84,51,completed,2024-10-07 04:43:16.000,29,1
85,196,in_progress,2023-10-09 01:13:38.000,7,0
85,196,in_progress,2024-05-30 17:19:22.000,17,0
85,196,in_progress,2024-06-25 06:30:28.000,20,0
85,196,completed,2024-07-09 04:14:49.000,21,1
85,40,in_progress,2024-09-24 04:54:02.000,11,0
85,40,in_progress,2024-10-01 18:35:47.000,16,0
85,40,completed,2024-10-04 02:09:30.000,17,1
85,17,in_progress,2023-06-25 03:00:25.000,6,0
85,17,in_progress,2024-08-12 13:26:42.000,8,0
85,17,in_progress,2024-09-13 04:07:52.000,9,0
85,17,in_progress,2024-09-25 22:11:40.000,13,0
85,17,completed,2024-09-28 22:34:30.000,14,1
88,233,in_progress,2024-06-05 17:01:15.000,3,0
88,233,in_progress,2024-06-26 09:36:30.000,12,0
88,233,in_progress,2024-07-28 21:53:34.000,13,0
88,233,in_progress,2024-08-02 18:36:25.000,18,0
88,233,completed,2024-10-02 09:48:37.000,19,1
88,67,in_progress,2024-08-10 01:43:59.000,27,0
88,67,in_progress,2024-09-28 09:26:21.000,28,0
88,67,completed,2024-09-30 16:23:35.000,29,1
88,112,in_progress,2024-09-06 08:24:53.000,2,0
88,112,in_progress,2024-10-03 21:16:50.000,21,0
88,112,completed,2024-10-05 11:48:13.000,22,1
89,288,in_progress,2024-09-11 15:33:25.000,10,0
89,288,in_progress,2024-09-23 00:37:27.000,20,0
89,288,completed,2024-10-07 06:47:37.000,21,1
89,162,in_progress,2024-08-08 21:59:12.000,21,0
89,162,in_progress,2024-08-09 18:10:59.000,23,0
89,162,in_progress,2024-09-21 22:40:05.000,24,0
89,162,completed,2024-10-07 05:25:46.000,25,1
91,112,in_progress,2024-08-24 22:33:40.000,20,0
91,112,completed,2024-09-03 08:55:22.000,22,1
92,335,in_progress,2024-10-03 23:55:56.000,0,0
92,335,in_progress,2024-10-04 17:08:20.000,15,0
92,335,completed,2024-10-05 00:15:48.000,22,1
96,135,in_progress,2024-07-11 05:34:07.000,12,0
96,135,in_progress,2024-08-09 21:52:30.000,22,0
96,135,in_progress,2024-10-01 01:17:31.000,24,0
96,135,completed,2024-10-04 16:52:19.000,26,1
97,54,in_progress,2024-08-28 00:59:31.000,17,0
97,54,completed,2024-09-29 11:52:36.000,20,1
97,277,in_progress,2023-10-26 20:24:47.000,6,0
97,277,in_progress,2024-08-29 11:57:56.000,10,0
97,277,completed,2024-09-30 05:26:38.000,14,1
98,298,in_progress,2024-09-05 17:32:18.000,3,0
98,298,in_progress,2024-09-14 01:00:26.000,4,0
98,298,completed,2024-10-05 07:39:26.000,5,1
98,353,completed,2024-08-13 17:32:39.000,6,1
98,266,completed,2024-09-20 13:48:00.000,5,1
99,76,in_progress,2024-08-01 13:08:09.000,3,0
99,76,completed,2024-08-24 03:34:10.000,7,1
99,14,in_progress,2024-05-01 22:29:47.000,4,0
99,14,completed,2024-08-21 17:02:37.000,5,1
99,99,in_progress,2024-08-06 07:05:40.000,2,0
99,99,in_progress,2024-08-19 12:56:43.000,3,0
99,99,in_progress,2024-09-14 20:53:18.000,9,0
99,99,completed,2024-10-02 05:40:52.000,10,1
100,281,in_progress,2024-10-02 15:33:20.000,6,0
100,281,completed,2024-10-03 02:11:05.000,7,1
100,201,completed,2024-09-27 16:42:43.000,10,1
100,366,in_progress,2024-08-25 05:24:26.000,14,0
100,366,in_progress,2024-09-10 20:43:33.000,15,0
100,366,completed,2024-09-20 07:29:47.000,16,1
101,22,in_progress,2024-09-11 14:10:21.000,6,0
101,22,in_progress,2024-10-03 20:48:54.000,8,0
101,22,completed,2024-10-04 23:57:27.000,9,1
101,18,in_progress,2024-08-23 07:06:26.000,23,0
101,18,in_progress,2024-09-12 07:34:40.000,26,0
101,18,in_progress,2024-09-27 11:10:03.000,28,0
101,18,completed,2024-10-04 20:31:35.000,30,1
103,16,in_progress,2024-07-18 05:33:27.000,10,0
103,16,in_progress,2024-08-18 10:20:53.000,16,0
103,16,completed,2024-09-08 19:25:18.000,17,1
103,294,in_progress,2024-07-04 04:49:16.000,3,0
103,294,in_progress,2024-07-18 00:58:28.000,5,0
103,294,in_progress,2024-09-24 00:21:05.000,9,0
103,294,in_progress,2024-09-28 00:23:47.000,12,0
103,294,in_progress,2024-10-06 13:26:59.000,14,0
103,81,in_progress,2024-10-05 08:56:32.000,16,0
103,81,completed,2024-10-06 03:28:05.000,17,1
104,375,in_progress,2024-09-19 12:13:18.000,5,0
